Time Step,Robot ID,X,Y,Degree,SD Est,,
1512,3,-257.48047,-335.64755,1,1,,
1512,4,44.15978,-154.6691,0,0,,
1512,5,124.12542,-165.28897,0,0,,
1512,6,-297.17096,-96.662506,0,0,,
1512,7,-270.779,-194.37119,0,0,,
1512,8,-323.71344,-339.83478,1,1,,
1512,9,255.04532,88.40364,0,0,,
1512,10,338.00934,-239.1516,1,1,,
1512,11,367.11328,-290.9038,1,1,,
1513,0,167.22246,143.29385,0,0,,
1513,1,193.17355,-39.136116,0,0,,
1513,2,-135.36339,250.8915,0,0,,
1513,3,-257.88602,-332.67508,1,1,,
1513,4,46.966198,-153.6089,0,0,,
1513,5,123.32703,-162.39716,0,0,,
1513,6,-294.4505,-95.39797,0,0,,
1513,7,-269.04553,-196.81969,0,0,,
1513,8,-325.81665,-341.97406,1,1,,
1513,9,254.4104,85.471596,0,0,,
1513,10,337.04974,-236.3092,1,1,,
1513,11,366.69717,-293.87482,1,1,,
1514,0,168.77542,140.72708,0,0,,
1514,1,195.83781,-37.757076,0,0,,
1514,2,-138.30157,251.49738,0,0,,
1514,3,-258.84827,-329.8336,0,0,,
1514,4,49.89461,-152.95744,0,0,,
1514,5,122.62401,-159.4807,0,0,,
1514,6,-291.91437,-93.79545,0,0,,
1514,7,-267.9579,-199.61559,0,0,,
1514,8,-328.54242,-343.2271,0,0,,
1514,9,254.50177,82.472984,0,0,,
1514,10,335.65823,-233.65144,0,0,,
1514,11,366.61722,-296.87375,0,0,,
1515,0,169.67088,137.86385,0,0,,
1515,1,198.50928,-36.39204,0,0,,
1515,2,-141.24203,252.09213,0,0,,
1515,3,-259.25327,-326.86105,0,0,,
1515,4,52.70834,-151.91681,1,0.2,,
1515,5,122.147675,-156.51875,1,1,,
1515,6,-290.00473,-91.48172,0,0,,
1515,7,-266.27682,-202.10034,0,0,,
1515,8,-331.2792,-344.4559,0,0,,
1515,9,253.94958,79.52424,0,0,,
1515,10,334.75714,-230.78998,0,0,,
1515,11,365.75015,-299.74573,0,0,,
1516,0,170.75992,135.0685,0,0,,
1516,1,201.4782,-35.9613,0,0,,
1516,2,-144.23965,252.21146,0,0,,
1516,3,-260.13727,-323.99426,0,0,,
1516,4,55.48694,-150.7857,1,1,,
1516,5,122.24992,-153.5205,1,1,,
1516,6,-288.518,-88.87602,0,0,,
1516,7,-264.17136,-204.23741,0,0,,
1516,8,-333.92047,-345.87845,0,0,,
1516,9,252.21306,77.07792,0,0,,
1516,10,333.7764,-227.95482,0,0,,
1516,11,365.70642,-302.74542,0,0,,
1517,0,172.15747,132.41391,0,0,,
1517,1,204.46593,-35.690205,0,0,,
1517,2,-147.15376,252.92415,0,0,,
1517,3,-260.87585,-321.0866,0,0,,
1517,4,58.11952,-149.34712,1,1,,
1517,5,122.21395,-150.5207,1,1,,
1517,6,-286.58755,-86.579636,0,0,,
1517,7,-261.6127,-205.80373,0,0,,
1517,8,-336.73773,-346.90952,0,0,,
1517,9,250.59245,74.553314,0,0,,
1517,10,333.11993,-225.02753,0,0,,
1517,11,366.28528,-305.68906,0,0,,
1518,0,173.98532,130.03505,0,0,,
1518,1,207.3969,-35.05034,0,0,,
1518,2,-150.14447,253.16008,0,0,,
1518,3,-262.77664,-318.76562,0,0,,
1518,4,60.556965,-147.59816,1,1,,
1518,5,122.02941,-147.52638,1,1,,
1518,6,-284.6529,-84.28679,0,0,,
1518,7,-258.84787,-206.9681,0,0,,
1518,8,-339.54068,-347.97885,0,0,,
1518,9,250.23407,71.5748,0,0,,
1518,10,332.05487,-222.22296,0,0,,
1518,11,366.8966,-308.6261,0,0,,
1519,0,175.7677,127.62193,0,0,,
1519,1,210.30151,-34.299866,0,0,,
1519,2,-153.08969,253.73077,0,0,,
1519,3,-264.05887,-316.05347,0,0,,
1519,4,63.491543,-146.97507,1,1,,
1519,5,122.10604,-144.52736,1,1,,
1519,6,-282.84268,-81.89449,0,0,,
1519,7,-256.27246,-208.50668,0,0,,
1519,8,-342.53708,-348.1258,0,0,,
1519,9,249.60522,68.64145,0,0,,
1519,10,330.51828,-219.64636,0,0,,
1519,11,366.70633,-311.62006,0,0,,
1520,0,177.75858,125.37774,0,0,,
1520,1,212.91673,-32.82995,0,0,,
1520,2,-155.64539,255.3019,0,0,,
1520,3,-265.10803,-313.24292,0,0,,
1520,4,66.31477,-145.9605,1,1,,
1520,5,121.884415,-141.53555,1,1,,
1520,6,-281.74677,-79.10184,0,0,,
1520,7,-254.04817,-210.51978,0,0,,
1520,8,-345.50745,-348.54633,0,0,,
1520,9,249.14218,65.6774,0,0,,
1520,10,328.27194,-217.6579,0,0,,
1520,11,367.26233,-314.56808,0,0,,
1521,0,179.8396,123.21687,0,0,,
1521,1,215.46039,-31.23941,0,0,,
1521,2,-158.40115,256.48755,0,0,,
1521,3,-266.14398,-310.42746,0,0,,
1521,4,69.31028,-146.12468,1,1,,
1521,5,121.785286,-138.53719,1,1,,
1521,6,-280.6148,-76.32359,0,0,,
1521,7,-251.69356,-212.37875,0,0,,
1521,8,-348.4942,-348.82785,0,0,,
1521,9,249.00089,62.68073,0,0,,
1521,10,325.95804,-215.74849,0,0,,
1521,11,367.7648,-317.5257,0,0,,
1522,0,181.54623,120.7496,0,0,,
1522,1,218.332,-30.37117,0,0,,
1522,2,-161.11214,257.7723,0,0,,
1522,3,-267.4146,-307.70984,0,0,,
1522,4,72.31028,-146.12076,1,1,,
1522,5,121.68359,-135.53891,1,1,,
1522,6,-279.38522,-73.58715,0,0,,
1522,7,-249.62744,-214.55388,0,0,,
1522,8,-351.3611,-349.71146,0,0,,
1522,9,248.475,59.72718,0,0,,
1522,10,323.81552,-213.64857,0,0,,
1522,11,368.93283,-320.28897,0,0,,
1523,0,183.34447,118.34828,0,0,,
1523,1,220.93547,-28.880547,0,0,,
1523,2,-164.08078,258.2049,0,0,,
1523,3,-268.66565,-304.98312,0,0,,
1523,4,75.272095,-145.64363,1,1,,
1523,5,122.88648,-132.79063,1,1,,
1523,6,-278.8395,-70.63721,0,0,,
1523,7,-247.44716,-216.61455,0,0,,
1523,8,-354.35202,-349.94473,0,0,,
1523,9,247.77814,56.809242,0,0,,
1523,10,321.01996,-212.56007,0,0,,
1523,11,369.65698,-323.20026,0,0,,
1524,0,184.68065,115.66228,0,0,,
1524,1,223.66264,-27.630526,0,0,,
1524,2,-167.01053,258.85034,0,0,,
1524,3,-269.9396,-302.26706,0,0,,
1524,4,78.27191,-145.6767,1,1,,
1524,5,123.63677,-129.88597,1,1,,
1524,6,-278.21548,-67.70283,0,0,,
1524,7,-245.81956,-219.13464,0,0,,
1524,8,-357.24234,-350.74847,0,0,,
1524,9,247.87517,53.810814,0,0,,
1524,10,318.3611,-211.17064,0,0,,
1524,11,370.0036,-326.18018,0,0,,
1525,0,184.92685,112.67239,0,0,,
1525,1,226.3109,-26.221004,0,0,,
1525,2,-169.93042,259.539,0,0,,
1525,3,-271.6003,-299.76865,0,0,,
1525,4,81.23633,-145.21602,1,1,,
1525,5,125.12437,-127.28077,1,1,,
1525,6,-277.91113,-64.71831,0,0,,
1525,7,-243.7956,-221.34903,0,0,,
1525,8,-360.03363,-351.84784,0,0,,
1525,9,248.37689,50.853065,0,0,,
1525,10,315.39584,-210.71547,0,0,,
1525,11,370.93118,-329.03317,0,0,,
1526,0,184.64412,109.685745,0,0,,
1526,1,229.2492,-25.61571,0,0,,
1526,2,-172.76031,260.53485,0,0,,
1526,3,-272.2022,-296.82965,0,0,,
1526,4,84.16855,-144.58191,1,1,,
1526,5,125.945335,-124.39529,1,1,,
1526,6,-278.27588,-61.740562,0,0,,
1526,7,-241.21638,-222.88124,0,0,,
1526,8,-362.7253,-353.17258,0,0,,
1526,9,248.91415,47.901566,0,0,,
1526,10,312.43417,-210.2375,0,0,,
1526,11,372.64136,-331.498,0,0,,
1527,0,184.17485,106.72267,0,0,,
1527,1,232.22478,-25.23359,0,0,,
1527,2,-175.7294,260.96436,0,0,,
1527,3,-273.9186,-294.36917,0,0,,
1527,4,87.04194,-143.71957,1,1,,
1527,5,126.79076,-121.51688,1,1,,
1527,6,-278.5215,-58.750633,0,0,,
1527,7,-238.63144,-224.40376,0,0,,
1527,8,-365.2608,-354.7761,0,0,,
1527,9,250.05257,45.125954,0,0,,
1527,10,309.4719,-210.71167,0,0,,
1527,11,374.31253,-333.9894,0,0,,
1528,0,183.10721,103.919075,0,0,,
1528,1,235.21771,-25.439316,1,0.2,,
1528,2,-178.69739,261.4015,0,0,,
1528,3,-276.12198,-292.33322,0,0,,
1528,4,89.66146,-142.25735,1,1,,
1528,5,127.09429,-118.53227,1,1,,
1528,6,-279.511,-55.918507,0,0,,
1528,7,-235.74712,-225.22878,0,0,,
1528,8,-368.11124,-355.71152,0,0,,
1528,9,250.61862,42.17984,1,1,,
1528,10,306.56445,-211.45113,0,0,,
1528,11,375.58392,-336.70667,0,0,,
1529,0,181.84126,101.199265,0,0,,
1529,1,238.20622,-25.701632,1,1,,
1529,2,-181.65538,261.90173,0,0,,
1529,3,-278.95044,-291.3333,0,0,,
1529,4,92.25635,-140.75185,1,1,,
1529,5,127.158104,-115.53295,1,1,,
1529,6,-280.59326,-53.120525,0,0,,
1529,7,-233.21169,-226.8324,0,0,,
1529,8,-370.9073,-356.7988,0,0,,
1529,9,251.32939,39.265255,1,1,,
1529,10,303.58847,-211.82996,0,0,,
1529,11,377.25342,-339.19922,0,0,,
1530,0,182.15784,98.21601,0,0,,
1530,1,241.16788,-26.179766,1,1,,
1530,2,-184.44899,262.99524,0,0,,
1530,3,-281.72992,-290.20435,0,0,,
1530,4,94.918465,-139.36868,1,1,,
1530,5,126.93063,-112.54159,1,1,,
1530,6,-280.99542,-50.147602,0,0,,
1530,7,-230.94376,-228.7962,0,0,,
1530,8,-373.4192,-358.43906,0,0,,
1530,9,252.08261,36.36135,1,1,,
1530,10,300.59183,-211.97171,0,0,,
1530,11,378.11423,-342.07306,0,0,,
1531,0,183.07101,95.358376,0,0,,
1531,1,243.9843,-27.213106,1,1,,
1531,2,-187.42946,263.33707,0,0,,
1531,3,-284.39914,-288.83496,0,0,,
1531,4,97.68391,-138.20578,1,1,,
1531,5,127.2061,-109.55426,1,1,,
1531,6,-281.80713,-47.2595,0,0,,
1531,7,-228.7562,-230.84915,0,0,,
1531,8,-375.8667,-360.17392,0,0,,
1531,9,251.13577,33.514687,1,1,,
1531,10,297.66443,-211.31577,0,0,,
1531,11,379.63678,-344.658,0,0,,
1532,0,183.0789,92.35838,0,0,,
1532,1,246.88264,-27.98746,1,1,,
1532,2,-190.40094,263.74973,0,0,,
1532,3,-287.21292,-287.79443,0,0,,
1532,4,100.41006,-136.95354,1,1,,
1532,5,127.60691,-106.581154,1,1,,
1532,6,-282.3323,-44.305824,0,0,,
1532,7,-226.88934,-233.19753,0,0,,
1532,8,-378.24792,-361.9987,0,0,,
1532,9,250.19241,30.66687,1,1,,
1532,10,294.94757,-210.04349,0,0,,
1532,11,381.2078,-347.21375,0,0,,
1533,0,183.95154,89.4881,0,0,,
1533,1,249.8826,-28.004383,1,1,,
1533,2,-193.31831,263.0505,0,0,,
1533,3,-290.17224,-287.30206,0,0,,
1533,4,103.120445,-135.66754,1,1,,
1533,5,127.24625,-103.60291,1,1,,
1533,6,-282.53848,-41.31292,0,0,,
1533,7,-225.35999,-235.77843,0,0,,
1533,8,-380.6942,-363.73526,0,0,,
1533,9,248.9355,27.942867,1,1,,
1533,10,292.21887,-208.7968,0,0,,
1533,11,382.91708,-349.67917,0,0,,
1534,0,184.27567,86.50566,0,0,,
1534,1,252.87383,-28.23367,1,1,,
1534,2,-195.80843,261.37738,0,0,,
1534,3,-293.0502,-286.4551,0,0,,
1534,4,105.749504,-134.22253,1,1,,
1534,5,127.636894,-100.628456,1,1,,
1534,6,-282.70227,-38.317394,0,0,,
1534,7,-224.3758,-238.6124,0,0,,
1534,8,-383.65494,-364.21915,0,0,,
1534,9,247.67627,25.21994,1,1,,
1534,10,290.05063,-206.72345,0,0,,
1534,11,384.66766,-352.11545,0,0,,
1535,0,183.5499,83.59477,0,0,,
1535,1,255.87164,-28.347979,1,1,,
1535,2,-198.61798,260.32553,0,0,,
1535,3,-295.94424,-285.66486,0,0,,
1535,4,108.63318,-133.39525,1,1,,
1535,5,127.155136,-97.66739,1,1,,
1535,6,-283.58807,-35.451157,0,0,,
1535,7,-223.25233,-241.39409,0,0,,
1535,8,-386.62064,-364.67157,0,0,,
1535,9,246.66797,22.394459,1,1,,
1535,10,288.23962,-204.33174,0,0,,
1535,11,386.3309,-354.61218,0,0,,
1536,0,182.7622,80.70003,0,0,,
1536,1,258.83212,-28.833342,1,1,,
1536,2,-201.2667,258.91687,0,0,,
1536,3,-298.85733,-284.948,0,0,,
1536,4,111.620346,-133.11807,1,1,,
1536,5,127.32909,-94.67244,1,1,,
1536,6,-284.7407,-32.68141,0,0,,
1536,7,-222.98811,-244.38243,0,0,,
1536,8,-389.5366,-363.96646,0,0,,
1536,9,246.36235,19.410067,1,1,,
1536,10,285.93344,-202.41302,0,0,,
1536,11,387.50113,-357.37454,0,0,,
1537,0,182.45605,77.71569,0,0,,
1537,1,261.83212,-28.836716,1,1,,
1537,2,-203.90013,257.47986,0,0,,
1537,3,-301.57962,-283.68738,0,0,,
1537,4,114.58263,-132.64383,1,1,,
1537,5,128.56677,-91.93965,1,1,,
1537,6,-286.18265,-30.050682,0,0,,
1537,7,-223.14836,-247.37814,0,0,,
1537,8,-392.5309,-363.78217,0,0,,
1537,9,245.0789,16.69847,1,1,,
1537,10,283.30206,-200.97226,0,0,,
1537,11,389.55917,-359.5573,0,0,,
1538,0,181.72017,74.80735,0,0,,
1538,1,264.83188,-28.87488,1,1,,
1538,2,-206.60881,256.19025,0,0,,
1538,3,-304.51416,-283.06403,0,0,,
1538,4,117.58067,-132.75204,1,1,,
1538,5,129.68762,-89.156906,1,1,,
1538,6,-288.0202,-27.679304,0,0,,
1538,7,-223.54147,-250.35228,0,0,,
1538,8,-392.9025,-363.02356,0,0,,
1538,9,243.68211,14.043482,1,1,,
1538,10,280.93433,-199.13,0,0,,
1538,11,391.29977,-362.00073,0,0,,
1539,0,180.18413,72.23042,0,0,,
1539,1,267.83102,-28.803371,1,1,,
1539,2,-209.0308,254.41997,0,0,,
1539,3,-307.02197,-281.41757,0,0,,
1539,4,120.57527,-132.57208,1,1,,
1539,5,131.73596,-86.96503,1,1,,
1539,6,-289.1907,-24.917074,0,0,,
1539,7,-223.76358,-253.34404,0,0,,
1539,8,-392.27887,-364.97464,0,0,,
1539,9,242.55084,11.264955,1,1,,
1539,10,278.78467,-197.03741,0,0,,
1539,11,388.67532,-364.6924,0,0,,
1540,0,179.71776,69.26689,0,0,,
1540,1,270.75592,-28.136343,1,1,,
1540,2,-211.44902,252.64452,0,0,,
1540,3,-309.28165,-279.44427,0,0,,
1540,4,123.401184,-131.565,1,1,,
1540,5,133.08957,-84.28776,1,1,,
1540,6,-290.46686,-22.20204,0,0,,
1540,7,-224.99243,-256.0808,0,0,,
1540,8,-389.31152,-367.89456,0,0,,
1540,9,241.56898,8.4301815,1,1,,
1540,10,276.13074,-195.63858,0,0,,
1540,11,388.4956,-367.687,0,0,,
1541,0,178.62117,66.47449,0,0,,
1541,1,273.47995,-26.879501,1,1,,
1541,2,-213.9155,250.93675,0,0,,
1541,3,-311.6111,-277.5539,0,0,,
1541,4,126.400856,-131.6096,1,1,,
1541,5,134.86168,-81.86709,1,1,,
1541,6,-291.545,-19.402475,0,0,,
1541,7,-226.8808,-258.41193,0,0,,
1541,8,-388.51315,-370.78638,0,0,,
1541,9,240.7372,5.547797,1,1,,
1541,10,273.28214,-194.69756,0,0,,
1541,11,389.2051,-370.6019,0,0,,
1542,0,176.71107,64.16115,0,0,,
1542,1,275.60803,-24.764975,1,1,,
1542,2,-216.38104,249.22763,0,0,,
1542,3,-313.51758,-275.23755,0,0,,
1542,4,129.35059,-131.06274,1,1,,
1542,5,137.30286,-80.12334,1,1,,
1542,6,-292.58997,-16.590342,0,0,,
1542,7,-229.5157,-259.84625,0,0,,
1542,8,-387.82324,-373.70596,0,0,,
1542,9,240.25409,2.5869517,1,1,,
1542,10,270.76205,-193.06995,0,0,,
1542,11,390.13718,-373.45343,0,0,,
1543,0,174.24104,62.45852,0,0,,
1543,1,277.28848,-22.279799,1,1,,
1543,2,-218.77365,247.41782,0,0,,
1543,3,-315.0685,-272.66956,0,0,,
1543,4,131.9968,-129.64937,1,1,,
1543,5,139.93152,-78.67761,1,1,,
1543,6,-293.8122,-13.850603,0,0,,
1543,7,-232.24437,-261.093,0,0,,
1543,8,-387.08282,-376.61316,0,0,,
1543,9,239.40105,-0.2892108,1,1,,
1543,10,267.89694,-192.18053,0,0,,
1543,11,387.0726,-372.79745,0,0,,
1544,0,171.6037,61.02868,0,0,,
1544,1,279.49146,-20.243395,1,1,,
1544,2,-220.52147,244.97955,0,0,,
1544,3,-317.1473,-270.50653,0,0,,
1544,4,134.63611,-128.22318,1,1,,
1544,5,142.0334,-76.53703,1,1,,
1544,6,-295.04712,-11.116564,0,0,,
1544,7,-234.92165,-262.44656,0,0,,
1544,8,-386.63565,-379.57965,0,0,,
1544,9,238.54625,-3.1648521,1,1,,
1544,10,264.89697,-192.1971,0,0,,
1544,11,384.07596,-372.65585,0,0,,
1545,0,169.35797,59.039528,0,0,,
1545,1,281.56888,-18.07907,1,1,,
1545,2,-222.50049,242.7249,0,0,,
1545,3,-319.36493,-268.48608,0,0,,
1545,4,137.63583,-128.26329,1,1,,
1545,5,144.68219,-75.12851,1,1,,
1545,6,-296.45135,-8.465508,0,0,,
1545,7,-237.8998,-262.80792,0,0,,
1545,8,-386.58615,-382.57925,0,0,,
1545,9,237.14702,-5.8185596,1,1,,
1545,10,261.9052,-191.97473,0,0,,
1545,11,381.0973,-372.2988,0,0,,
1546,0,166.68605,57.675392,0,0,,
1546,1,283.00674,-15.446089,1,1,,
1546,2,-223.79218,240.01721,0,0,,
1546,3,-320.9742,-265.95425,0,0,,
1546,4,140.6233,-128.53712,1,1,,
1546,5,147.12198,-73.38283,1,1,,
1546,6,-297.88626,-5.8309155,0,0,,
1546,7,-240.67026,-263.95883,0,0,,
1546,8,-386.6283,-385.57895,0,0,,
1546,9,235.98782,-8.585553,1,1,,
1546,10,258.93842,-191.5297,0,0,,
1546,11,378.16986,-372.9547,0,0,,
1547,0,163.93527,56.478203,0,0,,
1547,1,284.97702,-13.183788,1,1,,
1547,2,-225.41798,237.49596,0,0,,
1547,3,-322.55154,-263.40237,0,0,,
1547,4,143.59944,-128.9148,1,1,,
1547,5,149.30121,-71.32104,1,1,,
1547,6,-298.92535,-3.0166185,0,0,,
1547,7,-243.06886,-265.76068,0,0,,
1547,8,-386.3147,-388.5625,0,0,,
1547,9,234.78738,-11.334904,1,1,,
1547,10,255.93993,-191.43459,0,0,,
1547,11,375.20038,-373.3816,0,0,,
1548,0,160.94182,56.280037,0,0,,
1548,1,286.53418,-10.619554,1,1,,
1548,2,-226.86874,234.87006,0,0,,
1548,3,-323.68887,-260.6263,0,0,,
1548,4,146.47285,-129.77708,1,1,,
1548,5,151.06932,-68.89745,1,1,,
1548,6,-300.25037,-0.3250811,0,0,,
1548,7,-245.5189,-267.49194,0,0,,
1548,8,-386.55133,-391.55316,0,0,,
1548,9,233.80223,-14.168537,1,1,,
1548,10,252.94025,-191.47826,0,0,,
1548,11,372.3663,-374.36542,0,0,,
1549,0,157.96098,55.94146,0,0,,
1549,1,288.00742,-8.006207,1,1,,
1549,2,-229.25583,233.05295,0,0,,
1549,3,-324.7798,-257.8317,0,0,,
1549,4,149.4727,-129.74698,1,1,,
1549,5,152.95662,-66.565475,1,1,,
1549,6,-301.5046,2.400147,0,0,,
1549,7,-248.03941,-269.11893,0,0,,
1549,8,-384.86832,-392.48343,0,0,,
1549,9,233.24896,-17.117079,1,1,,
1549,10,249.94215,-191.37143,0,0,,
1549,11,369.59573,-375.51605,0,0,,
1550,0,155.00697,55.41817,0,0,,
1550,1,290.43283,-6.2406006,1,1,,
1550,2,-231.99413,231.82751,0,0,,
1550,3,-326.3423,-255.27072,0,0,,
1550,4,152.322,-130.68585,1,1,,
1550,5,154.36452,-63.91636,1,1,,
1550,6,-303.1192,4.9286056,0,0,,
1550,7,-250.50598,-270.82657,0,0,,
1550,8,-382.06216,-391.06088,0,0,,
1550,9,233.43762,-20.111141,1,1,,
1550,10,246.94313,-191.44768,0,0,,
1550,11,366.6483,-376.07513,0,0,,
1551,0,152.09756,54.686512,0,0,,
1551,1,293.15402,-4.9776096,1,1,,
1551,2,-234.89912,231.07854,0,0,,
1551,3,-327.49432,-252.50075,0,0,,
1551,4,155.16011,-131.65805,0,0,,
1551,5,156.17043,-61.520805,0,0,,
1551,6,-303.88107,7.83025,0,0,,
1551,7,-253.18684,-272.17303,0,0,,
1551,8,-382.00714,-392.99948,0,0,,
1551,9,233.32376,-23.10898,1,1,,
1551,10,244.04413,-190.67578,0,0,,
1551,11,363.7036,-376.64862,0,0,,
1552,0,149.11029,54.410408,0,0,,
1552,1,295.95117,-3.8931916,1,1,,
1552,2,-237.89407,230.90446,0,0,,
1552,3,-328.45847,-249.6599,0,0,,
1552,4,158.08487,-132.32571,0,0,,
1552,5,157.82701,-59.019657,0,0,,
1552,6,-304.8314,10.6757555,0,0,,
1552,7,-255.92897,-273.3899,0,0,,
1552,8,-380.385,-387.47638,0,0,,
1552,9,233.83307,-26.065432,1,1,,
1552,10,241.05247,-190.89941,0,0,,
1552,11,360.85696,-377.59552,0,0,,
1553,0,146.24284,53.52851,0,0,,
1553,1,298.7576,-2.833057,1,1,,
1553,2,-240.83606,230.31737,0,0,,
1553,3,-329.8388,-246.99632,0,0,,
1553,4,160.98277,-133.10168,0,0,,
1553,5,160.14906,-57.12017,0,0,,
1553,6,-306.0553,13.414747,0,0,,
1553,7,-258.67987,-274.5868,0,0,,
1553,8,-379.67746,-384.561,0,0,,
1553,9,235.06166,-28.802322,1,1,,
1553,10,238.05464,-191.01337,0,0,,
1553,11,358.05505,-378.6676,0,0,,
1554,0,143.32042,52.850693,0,0,,
1554,1,301.73517,-2.466924,0,0,,
1554,2,-243.32494,228.64241,0,0,,
1554,3,-332.1677,-245.10522,0,0,,
1554,4,163.78593,-134.17047,0,0,,
1554,5,161.78867,-54.607857,0,0,,
1554,6,-306.8476,16.308233,0,0,,
1554,7,-261.22797,-276.17023,0,0,,
1554,8,-379.29092,-381.586,0,0,,
1554,9,236.51614,-31.42615,0,0,,
1554,10,235.27567,-192.14355,0,0,,
1554,11,355.26767,-379.77686,0,0,,
1555,0,140.36525,52.33399,0,0,,
1555,1,304.73425,-2.3934014,0,0,,
1555,2,-246.0015,227.2874,0,0,,
1555,3,-334.68542,-243.47395,0,0,,
1555,4,166.76103,-134.55623,0,0,,
1555,5,163.05281,-51.887207,0,0,,
1555,6,-307.59564,19.213472,0,0,,
1555,7,-263.84717,-277.633,0,0,,
1555,8,-378.944,-378.60614,0,0,,
1555,9,238.16364,-33.933296,0,0,,
1555,10,232.72437,-193.7218,0,0,,
1555,11,352.36835,-380.5475,0,0,,
1556,0,137.41977,51.76461,0,0,,
1556,1,307.6556,-3.0757487,0,0,,
1556,2,-248.71892,226.01634,0,0,,
1556,3,-337.31955,-242.03821,0,0,,
1556,4,169.7566,-134.39328,0,0,,
1556,5,164.20433,-49.117012,0,0,,
1556,6,-308.70383,22.001293,0,0,,
1556,7,-266.3134,-279.34116,0,0,,
1556,8,-378.0402,-375.7455,0,0,,
1556,9,239.70709,-36.50579,0,0,,
1556,10,230.26376,-195.43803,0,0,,
1556,11,349.37775,-380.78497,0,0,,
1557,0,134.45584,51.300743,0,0,,
1557,1,310.6151,-3.5670729,0,0,,
1557,2,-251.36926,224.61076,0,0,,
1557,3,-340.26434,-241.46529,0,0,,
1557,4,172.6512,-133.60506,0,0,,
1557,5,165.11331,-46.258034,0,0,,
1557,6,-310.58533,24.33794,0,0,,
1557,7,-268.16373,-281.70255,0,0,,
1557,8,-376.57053,-373.13016,0,0,,
1557,9,241.56772,-38.8591,0,0,,
1557,10,228.03487,-197.44603,0,0,,
1557,11,346.37897,-380.87073,0,0,,
1558,0,131.48598,50.876625,0,0,,
1558,1,313.59976,-3.8700397,0,0,,
1558,2,-253.97086,223.11687,0,0,,
1558,3,-343.16064,-240.68335,0,0,,
1558,4,175.44942,-132.5234,0,0,,
1558,5,166.63907,-43.675,0,0,,
1558,6,-312.9701,26.15807,0,0,,
1558,7,-270.47852,-283.61087,0,0,,
1558,8,-374.48288,-370.97568,0,0,,
1558,9,243.16624,-41.397747,0,0,,
1558,10,225.52887,-199.09528,0,0,,
1558,11,343.37912,-380.84113,0,0,,
1559,0,128.62152,51.768215,0,0,,
1559,1,316.55066,-4.4106064,0,0,,
1559,2,-256.6504,221.76773,0,0,,
1559,3,-345.6104,-238.9517,0,0,,
1559,4,178.30144,-131.59283,0,0,,
1559,5,167.65349,-40.851715,0,0,,
1559,6,-314.6987,28.609995,0,0,,
1559,7,-272.94888,-285.31302,0,0,,
1559,8,-372.31952,-368.89725,0,0,,
1559,9,244.09448,-44.250526,0,0,,
1559,10,223.24733,-201.04324,0,0,,
1559,11,340.40186,-381.20978,0,0,,
1560,0,125.858795,52.937542,0,0,,
1560,1,319.52893,-4.050108,0,0,,
1560,2,-259.16214,220.12727,0,0,,
1560,3,-348.17523,-237.39551,0,0,,
1560,4,181.28549,-131.28386,0,0,,
1560,5,169.37393,-38.394062,0,0,,
1560,6,-315.81537,31.39442,0,0,,
1560,7,-275.77814,-286.31067,0,0,,
1560,8,-369.7702,-367.3158,0,0,,
1560,9,244.84273,-47.155716,0,0,,
1560,10,220.70882,-202.64198,0,0,,
1560,11,337.5465,-382.13007,0,0,,
1561,0,123.00573,53.864902,0,0,,
1561,1,322.3756,-3.103334,0,0,,
1561,2,-261.3079,218.03067,0,0,,
1561,3,-350.50076,-235.50029,0,0,,
1561,4,184.28516,-131.23856,0,0,,
1561,5,171.21199,-36.023087,0,0,,
1561,6,-317.5936,33.8106,0,0,,
1561,7,-278.73776,-286.80118,0,0,,
1561,8,-366.84518,-366.64923,0,0,,
1561,9,246.47565,-49.67237,0,0,,
1561,10,218.07892,-204.08548,0,0,,
1561,11,334.81393,-383.36823,0,0,,
1562,0,120.563866,55.607693,0,0,,
1562,1,325.0297,-1.704817,0,0,,
1562,2,-263.1239,215.64276,0,0,,
1562,3,-352.61478,-233.37169,0,0,,
1562,4,187.28506,-131.2611,0,0,,
1562,5,173.10384,-33.694798,0,0,,
1562,6,-319.5271,36.1044,0,0,,
1562,7,-281.64203,-287.55304,0,0,,
1562,8,-363.84714,-366.5414,0,0,,
1562,9,248.40259,-51.9717,0,0,,
1562,10,215.2487,-205.0804,0,0,,
1562,11,332.17694,-384.79868,0,0,,
1563,0,118.57397,57.852757,0,0,,
1563,1,327.7525,-0.445315,0,0,,
1563,2,-265.45743,213.75737,0,0,,
1563,3,-354.94113,-231.47746,0,0,,
1563,4,190.28503,-131.2742,0,0,,
1563,5,176.01164,-32.95677,0,0,,
1563,6,-321.31268,38.515144,0,0,,
1563,7,-284.64072,-287.642,0,0,,
1563,8,-360.8534,-366.735,0,0,,
1563,9,250.29578,-54.29889,0,0,,
1563,10,212.49538,-206.2717,0,0,,
1563,11,329.69342,-386.48154,0,0,,
1564,0,116.23962,59.737118,0,0,,
1564,1,330.40445,0.95725,0,0,,
1564,2,-267.288,211.3806,0,0,,
1564,3,-357.36096,-229.70421,0,0,,
1564,4,193.19064,-130.52757,0,0,,
1564,5,179.0115,-32.98563,0,0,,
1564,6,-323.11325,40.914722,0,0,,
1564,7,-287.4981,-288.5559,0,0,,
1564,8,-358.19833,-365.33835,0,0,,
